country,year,organism,antibiotic,resistant_percent,isolates_tested,source_file
Austria,2014,Pseudomonas aeruginosa,unknown,7.1,638.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Austria,2015,Pseudomonas aeruginosa,unknown,6.8,680.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Belgium,2012,Pseudomonas aeruginosa,unknown,9.0,335.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Belgium,2013,Pseudomonas aeruginosa,unknown,10.9,486.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Belgium,2014,Pseudomonas aeruginosa,unknown,8.4,297.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Belgium,2015,Pseudomonas aeruginosa,unknown,4.6,260.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Bulgaria,2012,Pseudomonas aeruginosa,unknown,30.8,52.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Bulgaria,2013,Pseudomonas aeruginosa,unknown,8.3,60.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Bulgaria,2014,Pseudomonas aeruginosa,unknown,29.2,48.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Bulgaria,2015,Pseudomonas aeruginosa,unknown,29.1,55.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Croatia,2012,Pseudomonas aeruginosa,unknown,23.4,197.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Croatia,2013,Pseudomonas aeruginosa,unknown,18.4,244.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Croatia,2014,Pseudomonas aeruginosa,unknown,31.5,232.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Croatia,2015,Pseudomonas aeruginosa,unknown,28.0,257.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Cyprus,2012,Pseudomonas aeruginosa,unknown,17.3,52.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Cyprus,2013,Pseudomonas aeruginosa,unknown,4.3,47.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Cyprus,2014,Pseudomonas aeruginosa,unknown,14.3,42.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Cyprus,2015,Pseudomonas aeruginosa,unknown,2.3,43.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Czech Republic,2012,Pseudomonas aeruginosa,unknown,21.3,489.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Czech Republic,2013,Pseudomonas aeruginosa,unknown,23.3,516.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Czech Republic,2014,Pseudomonas aeruginosa,unknown,20.2,446.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Czech Republic,2015,Pseudomonas aeruginosa,unknown,19.0,464.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Denmark,2012,Pseudomonas aeruginosa,unknown,1.8,388.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Denmark,2013,Pseudomonas aeruginosa,unknown,1.7,414.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Denmark,2014,Pseudomonas aeruginosa,unknown,1.5,388.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Denmark,2015,Pseudomonas aeruginosa,unknown,2.3,441.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Estonia,2012,Pseudomonas aeruginosa,unknown,9.1,33.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Estonia,2013,Pseudomonas aeruginosa,unknown,0.0,21.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Estonia,2014,Pseudomonas aeruginosa,unknown,0.0,40.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Estonia,2015,Pseudomonas aeruginosa,unknown,0.0,15.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Finland,2012,Pseudomonas aeruginosa,unknown,4.6,327.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Finland,2013,Pseudomonas aeruginosa,unknown,4.6,327.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Finland,2014,Pseudomonas aeruginosa,unknown,3.9,306.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Finland,2015,Pseudomonas aeruginosa,unknown,4.7,341.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
France,2012,Pseudomonas aeruginosa,unknown,14.7,1723.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
France,2013,Pseudomonas aeruginosa,unknown,12.5,1869.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
France,2014,Pseudomonas aeruginosa,unknown,13.2,1784.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
France,2015,Pseudomonas aeruginosa,unknown,12.0,1940.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Germany,2012,Pseudomonas aeruginosa,unknown,8.4,438.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Germany,2013,Pseudomonas aeruginosa,unknown,9.2,630.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Germany,2014,Pseudomonas aeruginosa,unknown,8.9,643.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Germany,2015,Pseudomonas aeruginosa,unknown,8.2,941.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Greece,2012,Pseudomonas aeruginosa,unknown,39.8,896.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Greece,2013,Pseudomonas aeruginosa,unknown,39.1,859.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Greece,2014,Pseudomonas aeruginosa,unknown,36.1,679.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Greece,2015,Pseudomonas aeruginosa,unknown,28.4,666.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Hungary,2012,Pseudomonas aeruginosa,unknown,17.6,619.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Hungary,2013,Pseudomonas aeruginosa,unknown,18.7,667.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Hungary,2014,Pseudomonas aeruginosa,unknown,21.7,746.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Hungary,2015,Pseudomonas aeruginosa,unknown,20.9,770.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Iceland,2012,Pseudomonas aeruginosa,unknown,10.0,10.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Iceland,2013,Pseudomonas aeruginosa,unknown,0.0,11.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Iceland,2014,Pseudomonas aeruginosa,unknown,0.0,11.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Iceland,2015,Pseudomonas aeruginosa,unknown,0.0,12.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Ireland,2012,Pseudomonas aeruginosa,unknown,10.2,215.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Ireland,2013,Pseudomonas aeruginosa,unknown,7.3,205.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Ireland,2014,Pseudomonas aeruginosa,unknown,5.6,178.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Ireland,2015,Pseudomonas aeruginosa,unknown,5.1,195.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Italy,2012,Pseudomonas aeruginosa,unknown,23.7,645.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Italy,2013,Pseudomonas aeruginosa,unknown,24.3,774.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Italy,2014,Pseudomonas aeruginosa,unknown,22.9,746.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Italy,2015,Pseudomonas aeruginosa,unknown,20.0,1082.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Latvia,2012,Pseudomonas aeruginosa,unknown,11.1,18.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Latvia,2013,Pseudomonas aeruginosa,unknown,24.0,25.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Latvia,2014,Pseudomonas aeruginosa,unknown,11.1,18.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Latvia,2015,Pseudomonas aeruginosa,unknown,15.4,13.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Lithuania,2012,Pseudomonas aeruginosa,unknown,14.3,28.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Lithuania,2013,Pseudomonas aeruginosa,unknown,8.1,37.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Lithuania,2014,Pseudomonas aeruginosa,unknown,25.8,31.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Lithuania,2015,Pseudomonas aeruginosa,unknown,24.4,41.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Luxembourg,2012,Pseudomonas aeruginosa,unknown,6.5,31.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Luxembourg,2013,Pseudomonas aeruginosa,unknown,5.9,34.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Luxembourg,2014,Pseudomonas aeruginosa,unknown,4.9,41.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Luxembourg,2015,Pseudomonas aeruginosa,unknown,3.6,28.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Malta,2012,Pseudomonas aeruginosa,unknown,0.0,31.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Malta,2013,Pseudomonas aeruginosa,unknown,8.0,25.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Malta,2014,Pseudomonas aeruginosa,unknown,7.9,38.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Malta,2015,Pseudomonas aeruginosa,unknown,12.0,25.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Netherlands,2012,Pseudomonas aeruginosa,unknown,2.5,402.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Netherlands,2013,Pseudomonas aeruginosa,unknown,2.4,375.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Netherlands,2014,Pseudomonas aeruginosa,unknown,2.8,542.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Netherlands,2015,Pseudomonas aeruginosa,unknown,2.8,502.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Norway,2012,Pseudomonas aeruginosa,unknown,3.3,209.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Norway,2013,Pseudomonas aeruginosa,unknown,3.4,205.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Norway,2014,Pseudomonas aeruginosa,unknown,1.6,257.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Norway,2015,Pseudomonas aeruginosa,unknown,1.3,230.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Poland,2012,Pseudomonas aeruginosa,unknown,21.5,177.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Poland,2013,Pseudomonas aeruginosa,unknown,14.4,188.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Poland,2014,Pseudomonas aeruginosa,unknown,26.7,187.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Poland,2015,Pseudomonas aeruginosa,unknown,29.6,260.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Portugal,2012,Pseudomonas aeruginosa,unknown,18.1,587.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Portugal,2013,Pseudomonas aeruginosa,unknown,11.9,737.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Portugal,2014,Pseudomonas aeruginosa,unknown,20.6,1064.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Portugal,2015,Pseudomonas aeruginosa,unknown,11.8,1186.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Romania,2012,Pseudomonas aeruginosa,unknown,48.9,45.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Romania,2013,Pseudomonas aeruginosa,unknown,50.0,82.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Romania,2014,Pseudomonas aeruginosa,unknown,59.6,94.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Romania,2015,Pseudomonas aeruginosa,unknown,63.0,92.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovakia,2012,Pseudomonas aeruginosa,unknown,39.2,199.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovakia,2013,Pseudomonas aeruginosa,unknown,36.1,285.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovakia,2014,Pseudomonas aeruginosa,unknown,37.3,268.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovakia,2015,Pseudomonas aeruginosa,unknown,40.7,270.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovenia,2012,Pseudomonas aeruginosa,unknown,7.5,134.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovenia,2013,Pseudomonas aeruginosa,unknown,11.3,133.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovenia,2014,Pseudomonas aeruginosa,unknown,18.8,112.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Slovenia,2015,Pseudomonas aeruginosa,unknown,7.1,141.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Spain,2012,Pseudomonas aeruginosa,unknown,10.8,853.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Spain,2013,Pseudomonas aeruginosa,unknown,12.2,825.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Spain,2014,Pseudomonas aeruginosa,unknown,12.4,873.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Spain,2015,Pseudomonas aeruginosa,unknown,14.2,874.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Sweden,2012,Pseudomonas aeruginosa,unknown,3.4,357.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Sweden,2013,Pseudomonas aeruginosa,unknown,4.1,531.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Sweden,2014,Pseudomonas aeruginosa,unknown,1.6,436.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Sweden,2015,Pseudomonas aeruginosa,unknown,2.6,386.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
United Kingdom,2012,Pseudomonas aeruginosa,unknown,1.7,666.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
United Kingdom,2013,Pseudomonas aeruginosa,unknown,2.4,711.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
United Kingdom,2014,Pseudomonas aeruginosa,unknown,1.6,627.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
United Kingdom,2015,Pseudomonas aeruginosa,unknown,3.8,501.0,"European/2015/Pseudomonas, Tables 3-14 to 3-20.xlsx [Table 3.19]"
Austria,2010,Staphylococcus aureus,meticillin,7.4,1813.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Austria,2011,Staphylococcus aureus,meticillin,7.4,1966.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Austria,2012,Staphylococcus aureus,meticillin,7.7,2164.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Austria,2013,Staphylococcus aureus,meticillin,9.2,2534.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Austria,2014,Staphylococcus aureus,meticillin,7.8,2651.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Belgium,2010,Staphylococcus aureus,meticillin,20.5,1057.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Belgium,2011,Staphylococcus aureus,meticillin,17.4,1744.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Belgium,2012,Staphylococcus aureus,meticillin,16.6,1568.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Belgium,2013,Staphylococcus aureus,meticillin,16.9,1612.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Belgium,2014,Staphylococcus aureus,meticillin,13.4,988.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Bulgaria,2010,Staphylococcus aureus,meticillin,19.0,200.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Bulgaria,2011,Staphylococcus aureus,meticillin,22.4,214.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Bulgaria,2012,Staphylococcus aureus,meticillin,19.8,227.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Bulgaria,2013,Staphylococcus aureus,meticillin,19.2,214.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Bulgaria,2014,Staphylococcus aureus,meticillin,20.8,216.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Croatia,2010,Staphylococcus aureus,meticillin,26.1,357.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Croatia,2011,Staphylococcus aureus,meticillin,27.7,415.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Croatia,2012,Staphylococcus aureus,meticillin,21.3,403.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Croatia,2013,Staphylococcus aureus,meticillin,24.0,520.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Croatia,2014,Staphylococcus aureus,meticillin,21.3,484.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Cyprus,2010,Staphylococcus aureus,meticillin,32.3,99.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Cyprus,2011,Staphylococcus aureus,meticillin,41.6,113.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Cyprus,2012,Staphylococcus aureus,meticillin,35.2,165.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Cyprus,2013,Staphylococcus aureus,meticillin,32.5,157.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Cyprus,2014,Staphylococcus aureus,meticillin,36.0,136.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Czech Republic,2010,Staphylococcus aureus,meticillin,13.5,1593.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Czech Republic,2011,Staphylococcus aureus,meticillin,14.5,1555.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Czech Republic,2012,Staphylococcus aureus,meticillin,13.0,1611.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Czech Republic,2013,Staphylococcus aureus,meticillin,13.2,1707.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Czech Republic,2014,Staphylococcus aureus,meticillin,13.0,1695.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Denmark,2010,Staphylococcus aureus,meticillin,1.3,1362.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Denmark,2011,Staphylococcus aureus,meticillin,1.2,1452.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Denmark,2012,Staphylococcus aureus,meticillin,1.3,1431.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Denmark,2013,Staphylococcus aureus,meticillin,1.7,1685.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Denmark,2014,Staphylococcus aureus,meticillin,2.5,1874.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Estonia,2010,Staphylococcus aureus,meticillin,0.7,145.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Estonia,2011,Staphylococcus aureus,meticillin,1.7,116.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Estonia,2012,Staphylococcus aureus,meticillin,7.7,104.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Estonia,2013,Staphylococcus aureus,meticillin,3.5,170.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Estonia,2014,Staphylococcus aureus,meticillin,3.1,223.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Finland,2010,Staphylococcus aureus,meticillin,2.3,1094.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Finland,2011,Staphylococcus aureus,meticillin,3.2,1319.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Finland,2012,Staphylococcus aureus,meticillin,2.1,1409.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Finland,2013,Staphylococcus aureus,meticillin,1.7,1555.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Finland,2014,Staphylococcus aureus,meticillin,2.6,1831.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
France,2010,Staphylococcus aureus,meticillin,21.6,4859.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
France,2011,Staphylococcus aureus,meticillin,20.1,4716.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
France,2012,Staphylococcus aureus,meticillin,19.2,5228.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
France,2013,Staphylococcus aureus,meticillin,17.0,5431.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
France,2014,Staphylococcus aureus,meticillin,17.4,5484.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Germany,2010,Staphylococcus aureus,meticillin,20.9,1980.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Germany,2011,Staphylococcus aureus,meticillin,16.2,2388.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Germany,2012,Staphylococcus aureus,meticillin,15.4,2563.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Germany,2013,Staphylococcus aureus,meticillin,12.7,3070.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Germany,2014,Staphylococcus aureus,meticillin,11.8,3146.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Greece,2010,Staphylococcus aureus,meticillin,39.2,867.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
Greece,2011,Staphylococcus aureus,meticillin,39.2,784.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Greece,2012,Staphylococcus aureus,meticillin,41.0,876.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Greece,2013,Staphylococcus aureus,meticillin,40.3,757.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Greece,2014,Staphylococcus aureus,meticillin,37.1,556.0,European/2014/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2011-2014.xlsx
Hungary,2010,Staphylococcus aureus,meticillin,30.2,1224.0,European/2013/Downloadables/S aureus/number-s-aureus-isolates-and-percentage-resistant-meticilin-2010-2013.xlsx
