country,year,organism,antibiotic,resistant_percent,isolates_tested,source_file
Netherlands,2012,Acinetobacter species,fluoroquinolones,0.0,10.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Netherlands,2013,Acinetobacter species,fluoroquinolones,2.9,69.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Netherlands,2014,Acinetobacter species,fluoroquinolones,4.16667,72.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Netherlands,2015,Acinetobacter species,fluoroquinolones,6.8,74.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Norway,2012,Acinetobacter species,fluoroquinolones,0.0,25.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Norway,2013,Acinetobacter species,fluoroquinolones,0.0,36.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Norway,2014,Acinetobacter species,fluoroquinolones,5.88235,34.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Norway,2015,Acinetobacter species,fluoroquinolones,9.4,32.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Poland,2012,Acinetobacter species,fluoroquinolones,78.0,209.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Poland,2013,Acinetobacter species,fluoroquinolones,81.4,188.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Poland,2014,Acinetobacter species,fluoroquinolones,82.7,185.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Poland,2015,Acinetobacter species,fluoroquinolones,88.1,243.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Portugal,2012,Acinetobacter species,fluoroquinolones,77.4,168.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Portugal,2013,Acinetobacter species,fluoroquinolones,68.9,225.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Portugal,2014,Acinetobacter species,fluoroquinolones,52.65152,264.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Portugal,2015,Acinetobacter species,fluoroquinolones,55.8,308.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Romania,2012,Acinetobacter species,fluoroquinolones,88.9,54.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Romania,2013,Acinetobacter species,fluoroquinolones,90.5,137.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Romania,2014,Acinetobacter species,fluoroquinolones,83.73984,123.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Romania,2015,Acinetobacter species,fluoroquinolones,82.5,189.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Slovakia,2013,Acinetobacter species,fluoroquinolones,58.5,188.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Slovakia,2014,Acinetobacter species,fluoroquinolones,51.76471,170.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Slovakia,2015,Acinetobacter species,fluoroquinolones,51.9,154.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Slovenia,2012,Acinetobacter species,fluoroquinolones,28.0,25.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Slovenia,2013,Acinetobacter species,fluoroquinolones,28.0,25.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Slovenia,2014,Acinetobacter species,fluoroquinolones,41.176469999999995,34.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Slovenia,2015,Acinetobacter species,fluoroquinolones,58.1,31.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Spain,2013,Acinetobacter species,fluoroquinolones,74.6,76.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Spain,2014,Acinetobacter species,fluoroquinolones,67.08861,79.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Spain,2015,Acinetobacter species,fluoroquinolones,64.2,95.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Sweden,2013,Acinetobacter species,fluoroquinolones,5.4,74.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Sweden,2014,Acinetobacter species,fluoroquinolones,11.53846,52.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
Sweden,2015,Acinetobacter species,fluoroquinolones,3.8,26.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
United Kingdom,2012,Acinetobacter species,fluoroquinolones,2.9,105.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
United Kingdom,2013,Acinetobacter species,fluoroquinolones,3.6,165.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
United Kingdom,2014,Acinetobacter species,fluoroquinolones,11.382109999999999,123.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-fluoroquinolones-2012-2014.xlsx
United Kingdom,2015,Acinetobacter species,fluoroquinolones,7.2,139.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.21]"
Austria,2010,Enterococcus species,high-level aminoglycoside resistance,32.1,312.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Austria,2011,Enterococcus species,high-level aminoglycoside resistance,30.9,327.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Austria,2012,Enterococcus species,high-level aminoglycoside resistance,29.2,425.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Austria,2013,Enterococcus species,high-level aminoglycoside resistance,31.4,503.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Austria,2014,Enterococcus species,high-level aminoglycoside resistance,37.1,421.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Austria,2015,Enterococcus species,high-level aminoglycoside resistance,33.7,501.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Belgium,2010,Enterococcus species,high-level aminoglycoside resistance,18.2,187.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Belgium,2011,Enterococcus species,high-level aminoglycoside resistance,18.2,335.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Belgium,2012,Enterococcus species,high-level aminoglycoside resistance,24.6,395.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Belgium,2013,Enterococcus species,high-level aminoglycoside resistance,27.6,398.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Belgium,2014,Enterococcus species,high-level aminoglycoside resistance,22.9,170.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Belgium,2015,Enterococcus species,high-level aminoglycoside resistance,13.3,249.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Bulgaria,2010,Enterococcus species,high-level aminoglycoside resistance,40.8,76.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Bulgaria,2011,Enterococcus species,high-level aminoglycoside resistance,30.6,62.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Bulgaria,2012,Enterococcus species,high-level aminoglycoside resistance,38.5,78.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Bulgaria,2013,Enterococcus species,high-level aminoglycoside resistance,47.1,102.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Bulgaria,2014,Enterococcus species,high-level aminoglycoside resistance,40.0,105.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Bulgaria,2015,Enterococcus species,high-level aminoglycoside resistance,42.0,100.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Croatia,2010,Enterococcus species,high-level aminoglycoside resistance,30.1,123.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Croatia,2011,Enterococcus species,high-level aminoglycoside resistance,34.5,139.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Croatia,2012,Enterococcus species,high-level aminoglycoside resistance,37.5,152.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Croatia,2013,Enterococcus species,high-level aminoglycoside resistance,34.7,167.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Croatia,2014,Enterococcus species,high-level aminoglycoside resistance,32.9,149.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Croatia,2015,Enterococcus species,high-level aminoglycoside resistance,35.5,203.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Cyprus,2010,Enterococcus species,high-level aminoglycoside resistance,23.9,67.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Cyprus,2011,Enterococcus species,high-level aminoglycoside resistance,18.5,54.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Cyprus,2012,Enterococcus species,high-level aminoglycoside resistance,10.4,77.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Cyprus,2013,Enterococcus species,high-level aminoglycoside resistance,26.9,67.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Cyprus,2014,Enterococcus species,high-level aminoglycoside resistance,17.5,80.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Cyprus,2015,Enterococcus species,high-level aminoglycoside resistance,8.6,58.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Czech Republic,2010,Enterococcus species,high-level aminoglycoside resistance,48.0,571.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Czech Republic,2011,Enterococcus species,high-level aminoglycoside resistance,46.2,556.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Czech Republic,2012,Enterococcus species,high-level aminoglycoside resistance,41.7,581.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Czech Republic,2013,Enterococcus species,high-level aminoglycoside resistance,40.0,603.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Czech Republic,2014,Enterococcus species,high-level aminoglycoside resistance,38.7,525.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Czech Republic,2015,Enterococcus species,high-level aminoglycoside resistance,38.8,544.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Denmark,2010,Enterococcus species,high-level aminoglycoside resistance,36.4,44.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Denmark,2011,Enterococcus species,high-level aminoglycoside resistance,31.1,45.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Denmark,2012,Enterococcus species,high-level aminoglycoside resistance,27.7,112.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Denmark,2013,Enterococcus species,high-level aminoglycoside resistance,27.1,48.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Denmark,2014,Enterococcus species,high-level aminoglycoside resistance,30.0,60.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Denmark,2015,Enterococcus species,high-level aminoglycoside resistance,25.4,63.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Estonia,2010,Enterococcus species,high-level aminoglycoside resistance,27.3,22.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Estonia,2012,Enterococcus species,high-level aminoglycoside resistance,42.1,19.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Estonia,2013,Enterococcus species,high-level aminoglycoside resistance,20.0,10.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Estonia,2014,Enterococcus species,high-level aminoglycoside resistance,36.8,19.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Estonia,2015,Enterococcus species,high-level aminoglycoside resistance,26.9,26.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
France,2010,Enterococcus species,high-level aminoglycoside resistance,17.7,1409.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
France,2011,Enterococcus species,high-level aminoglycoside resistance,20.0,955.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
France,2012,Enterococcus species,high-level aminoglycoside resistance,16.7,1528.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
France,2013,Enterococcus species,high-level aminoglycoside resistance,14.7,1639.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
France,2014,Enterococcus species,high-level aminoglycoside resistance,13.7,1741.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
France,2015,Enterococcus species,high-level aminoglycoside resistance,12.2,1097.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Germany,2010,Enterococcus species,high-level aminoglycoside resistance,46.8,457.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Germany,2011,Enterococcus species,high-level aminoglycoside resistance,41.0,578.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Germany,2012,Enterococcus species,high-level aminoglycoside resistance,35.6,680.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Germany,2013,Enterococcus species,high-level aminoglycoside resistance,39.3,807.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Germany,2014,Enterococcus species,high-level aminoglycoside resistance,33.6,903.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Germany,2015,Enterococcus species,high-level aminoglycoside resistance,31.1,1249.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Greece,2010,Enterococcus species,high-level aminoglycoside resistance,42.6,620.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Greece,2011,Enterococcus species,high-level aminoglycoside resistance,37.4,653.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Greece,2012,Enterococcus species,high-level aminoglycoside resistance,28.3,667.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Greece,2013,Enterococcus species,high-level aminoglycoside resistance,23.5,548.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Greece,2014,Enterococcus species,high-level aminoglycoside resistance,20.1,407.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Greece,2015,Enterococcus species,high-level aminoglycoside resistance,13.3,460.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Hungary,2010,Enterococcus species,high-level aminoglycoside resistance,51.0,486.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Hungary,2011,Enterococcus species,high-level aminoglycoside resistance,48.6,461.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Hungary,2012,Enterococcus species,high-level aminoglycoside resistance,56.2,452.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Hungary,2013,Enterococcus species,high-level aminoglycoside resistance,51.7,602.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Hungary,2014,Enterococcus species,high-level aminoglycoside resistance,49.8,659.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Hungary,2015,Enterococcus species,high-level aminoglycoside resistance,45.5,730.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Iceland,2010,Enterococcus species,high-level aminoglycoside resistance,13.3,15.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Iceland,2011,Enterococcus species,high-level aminoglycoside resistance,0.0,19.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Iceland,2012,Enterococcus species,high-level aminoglycoside resistance,11.8,17.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Iceland,2013,Enterococcus species,high-level aminoglycoside resistance,33.3,15.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Iceland,2014,Enterococcus species,high-level aminoglycoside resistance,8.3,12.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Iceland,2015,Enterococcus species,high-level aminoglycoside resistance,14.3,21.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Ireland,2010,Enterococcus species,high-level aminoglycoside resistance,28.7,268.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Ireland,2011,Enterococcus species,high-level aminoglycoside resistance,29.9,244.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Ireland,2012,Enterococcus species,high-level aminoglycoside resistance,32.6,279.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Ireland,2013,Enterococcus species,high-level aminoglycoside resistance,32.1,277.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Ireland,2014,Enterococcus species,high-level aminoglycoside resistance,31.4,290.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Ireland,2015,Enterococcus species,high-level aminoglycoside resistance,28.0,261.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Italy,2010,Enterococcus species,high-level aminoglycoside resistance,49.7,380.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Italy,2011,Enterococcus species,high-level aminoglycoside resistance,50.0,330.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Italy,2012,Enterococcus species,high-level aminoglycoside resistance,50.8,301.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Italy,2013,Enterococcus species,high-level aminoglycoside resistance,46.2,584.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Italy,2014,Enterococcus species,high-level aminoglycoside resistance,55.3,515.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Italy,2015,Enterococcus species,high-level aminoglycoside resistance,47.8,1249.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Latvia,2010,Enterococcus species,high-level aminoglycoside resistance,47.4,38.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Latvia,2011,Enterococcus species,high-level aminoglycoside resistance,26.5,34.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Latvia,2012,Enterococcus species,high-level aminoglycoside resistance,29.1,55.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Latvia,2013,Enterococcus species,high-level aminoglycoside resistance,61.1,54.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Latvia,2014,Enterococcus species,high-level aminoglycoside resistance,46.2,13.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Latvia,2015,Enterococcus species,high-level aminoglycoside resistance,36.2,58.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Lithuania,2010,Enterococcus species,high-level aminoglycoside resistance,41.4,29.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Lithuania,2011,Enterococcus species,high-level aminoglycoside resistance,43.8,48.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Lithuania,2012,Enterococcus species,high-level aminoglycoside resistance,50.8,59.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Lithuania,2013,Enterococcus species,high-level aminoglycoside resistance,54.5,44.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Lithuania,2014,Enterococcus species,high-level aminoglycoside resistance,29.2,65.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Lithuania,2015,Enterococcus species,high-level aminoglycoside resistance,44.4,63.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Luxembourg,2010,Enterococcus species,high-level aminoglycoside resistance,45.7,35.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Luxembourg,2011,Enterococcus species,high-level aminoglycoside resistance,44.4,27.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Luxembourg,2012,Enterococcus species,high-level aminoglycoside resistance,22.2,45.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Luxembourg,2013,Enterococcus species,high-level aminoglycoside resistance,27.8,36.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Luxembourg,2014,Enterococcus species,high-level aminoglycoside resistance,30.8,39.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Luxembourg,2015,Enterococcus species,high-level aminoglycoside resistance,14.3,56.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Malta,2012,Enterococcus species,high-level aminoglycoside resistance,40.0,25.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Malta,2013,Enterococcus species,high-level aminoglycoside resistance,29.0,31.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Malta,2014,Enterococcus species,high-level aminoglycoside resistance,25.0,28.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Malta,2015,Enterococcus species,high-level aminoglycoside resistance,27.6,29.0,"European/2015/Enterococci, Tables 3-30 and 3-31.xlsx [Table 3.30]"
Netherlands,2010,Enterococcus species,high-level aminoglycoside resistance,33.6,298.0,European/2013/Downloadables/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2010-2013.xlsx
Netherlands,2011,Enterococcus species,high-level aminoglycoside resistance,33.3,363.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Netherlands,2012,Enterococcus species,high-level aminoglycoside resistance,30.7,287.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Netherlands,2013,Enterococcus species,high-level aminoglycoside resistance,26.9,279.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
Netherlands,2014,Enterococcus species,high-level aminoglycoside resistance,28.8,403.0,European/2014/Enterococci/number-e-faecalis-isolates-and-percentage-high-level-resistance-aminoglycosides-2011-2014.xlsx
